"Certification ID","Organisation Name","Date Authorised","Status","Reason for status change","Status effective from date","Measures offered"
"BBAI4230","Viridian Energy Solutions Ltd","01/09/2012","Authorised","Initial authorisation","01/09/2012","Green Deal Cashback Scheme,Cavity wall insulation,External wall insulation systems,Loft or rafter insulation (including loft hatch insulation)"
"BBAI3268","Viscount Environmental Ltd","01/09/2012","Withdrawn","voluntary withdrawal","14/08/2015","Green Deal Cashback Scheme,Cavity wall insulation,External wall insulation systems,Loft or rafter insulation (including loft hatch insulation)"
"BBAI3467","VNR Contracting Services Ltd","01/09/2012","Withdrawn","non-renewal of membership","27/01/2017","Green Deal Cashback Scheme,Cavity wall insulation,Loft or rafter insulation (including loft hatch insulation)"
"BBAI1132","Wall-Lag (Wales) Ltd","01/09/2012","Authorised","Initial authorisation","01/09/2012","Green Deal Cashback Scheme,Cavity wall insulation,External wall insulation systems,Loft or rafter insulation (including loft hatch insulation)"
"BBAI4181","Warmer Energy Services Ltd","01/09/2012","Authorised","Initial authorisation","01/09/2012","Green Deal Cashback Scheme,Draught proofing,External wall insulation systems,Loft or rafter insulation (including loft hatch insulation)"
"BBAI4032","Warmfill Ltd","01/09/2012","Authorised","Initial authorisation","01/09/2012","Cavity wall insulation,Loft or rafter insulation (including loft hatch insulation)"
"BBAI4051","Warm Front Ltd","01/09/2012","Authorised","Initial authorisation","01/09/2012","Cavity wall insulation,External wall insulation systems,Loft or rafter insulation (including loft hatch insulation)"
"BBAI4071","Weatherseal Insulation Ltd","01/09/2012","Authorised","Initial authorisation","01/09/2012","Cavity wall insulation,Loft or rafter insulation (including loft hatch insulation)"
"BBAI4144","Websters Insulation Ltd","01/09/2012","Authorised","Initial authorisation","01/09/2012","Green Deal Cashback Scheme,Cavity wall insulation"
"BBAI4013","The Warmer Group Ltd","01/09/2012","Withdrawn","voluntary withdrawal","10/06/2016","Green Deal Cashback Scheme"
"BBAI3220","Panda Insulation Ltd","01/09/2012","Authorised","Initial authorisation","01/09/2012","Cavity wall insulation,Loft or rafter insulation (including loft hatch insulation)"
"BBAI4061","Modern Plan Insulation Ltd","01/09/2012","Authorised","Initial authorisation","01/09/2012","Cavity wall insulation"
"BBAI4212","NGIA NW Ltd","01/09/2012","Withdrawn","non-renewal of membership","23/03/2017","Cavity wall insulation,Loft or rafter insulation (including loft hatch insulation)"
"BBAI4136","North East Insulation Ltd","01/09/2012","Withdrawn","voluntary withdrawal","06/11/2015","Green Deal Cashback Scheme"
"BBAI1329","Heatpac Middlesbrough Insulation","01/09/2012","Authorised","Initial authorisation","01/09/2012","Green Deal Cashback Scheme,Cavity wall insulation,External wall insulation systems,Loft or rafter insulation (including loft hatch insulation)"
"BBAI3324","Orion Insulation & Construction Services Ltd","24/04/2013","Authorised","Initial authorisation","01/09/2012","Green Deal Cashback Scheme,Cavity wall insulation,Loft or rafter insulation (including loft hatch insulation)"
"BBAI3685","Payne Insulation Ltd","01/09/2012","Authorised","Initial authorisation","01/09/2012","Cavity wall insulation"
"BBAI1491","PC Dynes (Insulations)","01/09/2012","Authorised","Initial authorisation","01/09/2012","Cavity wall insulation,Loft or rafter insulation (including loft hatch insulation)"
"BBAI4079","Polybead Insulation UK Ltd T/A Ecologic Energy","01/09/2012","Authorised","Initial authorisation","01/09/2012","Green Deal Cashback Scheme,Cavity wall insulation,Draught proofing,External wall insulation systems,High performance external doors,Internal wall insulation (of external walls) systems,Loft or rafter insulation (including loft hatch insulation),Replacement glazing,Roof insulation,Under-floor insulation"
"BBAI1378","Polypearl Ltd","01/09/2012","Authorised","Initial authorisation","01/09/2012","Cavity wall insulation,Loft or rafter insulation (including loft hatch insulation)"
"BBAI3742","Premier Energy Solutions","01/09/2012","Authorised","Initial authorisation","01/09/2012","Green Deal Cashback Scheme,Cavity wall insulation,Draught proofing,Loft or rafter insulation (including loft hatch insulation)"
"BBAI4132","RDI Renewables Ltd","01/09/2012","Authorised","Initial authorisation","01/09/2012","Cavity wall insulation,Draught proofing,Internal wall insulation (of external walls) systems,Loft or rafter insulation (including loft hatch insulation),Under-floor insulation"
"BBAI4060","Well Warm Insulation","22/01/2013","Withdrawn","non-compliance","18/02/2016","Green Deal Cashback Scheme"
"BBAI2271","Westville","01/09/2012","Withdrawn","voluntary withdrawal","26/08/2016","Green Deal Cashback Scheme,Cavity wall insulation,External wall insulation systems,Internal wall insulation (of external walls) systems,Loft or rafter insulation (including loft hatch insulation)"
"BBAI4081","NorthWest Insulations Ltd","01/09/2012","Authorised","Initial authorisation","01/09/2012","Cavity wall insulation,External wall insulation systems,Loft or rafter insulation (including loft hatch insulation)"
"BBAI3225","Karnheath Ltd","01/09/2012","Authorised","Initial authorisation","01/09/2012","Cavity wall insulation,Loft or rafter insulation (including loft hatch insulation)"
"BBAI1519","Heatsavers Insulation Ltd","01/09/2012","Authorised","Initial authorisation","01/09/2012","Green Deal Cashback Scheme,Cavity wall insulation,External wall insulation systems,Loft or rafter insulation (including loft hatch insulation)"
"BBAI3595","Energywise Bristol Ltd","01/09/2012","Withdrawn","voluntary withdrawal","10/06/2016",""
"BBAI3535","ILM (Highland)","01/09/2012","Suspended","non-compliance","19/05/2016",""
"BBAI4233","Inspire Insulation Ltd","01/09/2012","Withdrawn","non-compliance","27/11/2015","Green Deal Cashback Scheme"
"BBAI1249","InstaGroup Ltd","01/09/2012","Authorised","Initial authorisation","01/09/2012","Green Deal Cashback Scheme,Cavity wall insulation,Draught proofing,External wall insulation systems,Internal wall insulation (of external walls) systems,Loft or rafter insulation (including loft hatch insulation)"
"BBAI4007","Insulate Your Home Ltd T/A Ecologistics","01/09/2012","Withdrawn","voluntary withdrawal","21/07/2016","Green Deal Cashback Scheme"
"BBAI3409","Interglow Contracts Ltd","01/09/2012","Authorised","Initial authorisation","01/09/2012","Green Deal Cashback Scheme,Cavity wall insulation,External wall insulation systems,Loft or rafter insulation (including loft hatch insulation)"
"BBAI4107","J & J Crump & Son Ltd","01/09/2012","Authorised","Initial authorisation","01/09/2012","Green Deal Cashback Scheme,Cavity wall insulation,Loft or rafter insulation (including loft hatch insulation)"
"BBAI4223","Energywise Scotland Ltd","01/09/2012","Authorised","Initial authorisation","01/09/2012","Green Deal Cashback Scheme,Cavity wall insulation,External wall insulation systems,Internal wall insulation (of external walls) systems,Loft or rafter insulation (including loft hatch insulation)"
"BBAI4186","K & A Insulation Ltd","09/05/2013","Withdrawn","non-compliance","27/11/2015","Green Deal Cashback Scheme"
"BBAI3634","Keep Sheffield Warm","01/09/2012","Authorised","Initial authorisation","01/09/2012","Green Deal Cashback Scheme,Cavity wall insulation,External wall insulation systems,Loft or rafter insulation (including loft hatch insulation)"
"BBAI4149","KG Insulation Ltd","01/09/2012","Withdrawn","voluntary withdrawal","02/06/2016","Green Deal Cashback Scheme"
"BBAI4036","Lazenbys","01/09/2012","Authorised","Initial authorisation","01/09/2012","Cavity wall insulation,Loft or rafter insulation (including loft hatch insulation)"
"BBAI4133","Logical Insulation Solutions Ltd","01/09/2012","Authorised","Initial authorisation","01/09/2012","Cavity wall insulation,External wall insulation systems,Loft or rafter insulation (including loft hatch insulation)"
"BBAI4227","Homewarm Energy Limited","01/09/2012","Authorised","Initial authorisation","01/09/2012","Cavity wall insulation,Loft or rafter insulation (including loft hatch insulation)"
"BBAI1131","Mark Group Ltd","01/09/2012","Authorised","Initial authorisation","01/09/2012","Green Deal Cashback Scheme,Cavity wall insulation,External wall insulation systems,Internal wall insulation (of external walls) systems"
"BBAI4172","South Coast Insulation Services Ltd","01/09/2012","Authorised","Initial authorisation","01/09/2012","Green Deal Cashback Scheme,Cavity wall insulation,Loft or rafter insulation (including loft hatch insulation)"
"BBAI4161","JMC Insulations Ltd","01/09/2012","Withdrawn","non-renewal of membership","30/03/2017","Green Deal Cashback Scheme,Cavity wall insulation,External wall insulation systems,Internal wall insulation (of external walls) systems,Loft or rafter insulation (including loft hatch insulation)"
"BBAI4209","DG Special Projects Ltd","01/09/2012","Authorised","Initial authorisation","01/09/2012","Cavity wall insulation,Loft or rafter insulation (including loft hatch insulation)"
"BBAI4134","Actrite Ltd","01/09/2012","Withdrawn","non-renewal of membership","04/11/2016","Green Deal Cashback Scheme,Cavity wall insulation,Loft or rafter insulation (including loft hatch insulation)"
"BBAI4178","Badger Insulation","01/09/2012","Authorised","Initial authorisation","01/09/2012","Green Deal Cashback Scheme,Cavity wall insulation"
"BBAI3072","RS Insulation","01/09/2012","Withdrawn","ceased trading","03/08/2015","Green Deal Cashback Scheme,Cavity wall insulation,Loft or rafter insulation (including loft hatch insulation)"
"BBAI1157","Rockwarm Insulation Ltd","01/09/2012","Authorised","Initial authorisation","01/09/2012","Green Deal Cashback Scheme,Cavity wall insulation,External wall insulation systems,Loft or rafter insulation (including loft hatch insulation)"
"BBAI4073","Avalon Sustainable Energy Solutions Ltd","01/09/2012","Withdrawn","voluntary withdrawal","05/02/2016","Green Deal Cashback Scheme"
"BBAI4091","Richard Irvin Energy Solutions","01/09/2012","Authorised","Initial authorisation","01/09/2012","Cavity wall insulation,Draught proofing,Loft or rafter insulation (including loft hatch insulation),Under-floor insulation"
"BBAI3542","Rheinegold Contracts Ltd","01/09/2012","Authorised","Initial authorisation","01/09/2012","Green Deal Cashback Scheme,Cavity wall insulation,Loft or rafter insulation (including loft hatch insulation)"
"BBAI3614","A1 Warmcare Insulation Ltd","01/09/2012","Authorised","Initial authorisation","01/09/2012","Green Deal Cashback Scheme,Cavity wall insulation,Loft or rafter insulation (including loft hatch insulation)"
"BBAI4093","Diamond Bead Ltd","01/09/2012","Withdrawn","voluntary withdrawal","21/07/2016","Green Deal Cashback Scheme"
"BBAI3379","Dawsetway Heating & Renewables Ltd","01/09/2012","Withdrawn","non-compliance","27/11/2015","Green Deal Cashback Scheme"
"BBAI3658","Crestra Ltd","01/09/2012","Withdrawn","non-compliance","24/12/2015",""
"BBAI3591","Anglian Insulations Ltd","01/09/2012","Authorised","Initial authorisation","01/09/2012","Green Deal Cashback Scheme,Cavity wall insulation,Loft or rafter insulation (including loft hatch insulation)"
"BBAI3487","Cosyhomes (NI) Ltd","01/09/2012","Authorised","Initial authorisation","01/09/2012","Cavity wall insulation"
"BBAI3637","Aldridge Property Services","01/09/2012","Withdrawn","non-compliance","27/11/2015","Green Deal Cashback Scheme"
"BBAI4104","Albion Insulations Ltd","01/09/2012","Authorised","Initial authorisation","01/09/2012","Green Deal Cashback Scheme,Cavity wall insulation,External wall insulation systems,Loft or rafter insulation (including loft hatch insulation)"
"BBAI4089","Alba Insulations Ltd","01/09/2012","Authorised","re-authorised","20/04/2017","Green Deal Cashback Scheme,Cavity wall insulation,Draught proofing,External wall insulation systems,Loft or rafter insulation (including loft hatch insulation),Roof insulation,Under-floor insulation"
"BBAI1257","Cosyhome Insulation Ltd","01/09/2012","Authorised","Initial authorisation","01/09/2012","Cavity wall insulation,Loft or rafter insulation (including loft hatch insulation)"
"BBAI4219","64 Energy Ltd","01/09/2012","Authorised","Initial authorisation","01/09/2012","Green Deal Cashback Scheme,Cavity wall insulation,Draught proofing,External wall insulation systems,Loft or rafter insulation (including loft hatch insulation)"
"BBAI4058","Saving Energy Ltd","01/09/2012","Authorised","Initial authorisation","01/09/2012","Green Deal Cashback Scheme,Cavity wall insulation,External wall insulation systems,Internal wall insulation (of external walls) systems,Loft or rafter insulation (including loft hatch insulation)"
"BBAI4000","Shropshire Insulations Ltd","01/09/2012","Authorised","Initial authorisation","01/09/2012","Green Deal Cashback Scheme,Cavity wall insulation,External wall insulation systems,Loft or rafter insulation (including loft hatch insulation)"
"BBAI3320","CavityTech Systems Ltd","01/09/2012","Authorised","Initial authorisation","01/09/2012","Cavity wall insulation,Loft or rafter insulation (including loft hatch insulation)"
"BBAI4197","Shetland Heatwise","01/09/2012","Authorised","Initial authorisation","01/09/2012","Cavity wall insulation,Draught proofing,Internal wall insulation (of external walls) systems,Loft or rafter insulation (including loft hatch insulation),Roof insulation,Room in roof insulation,Under-floor insulation"
